,name,type,count,amount,year,quarter,state,quarter_year
2553,Recharge & bill payments,TOTAL,7610775,4128624165,2022,4,uttarakhand,Q4 2022
2554,Financial Services,TOTAL,44569,55762460.39,2022,4,uttarakhand,Q4 2022
2555,Others,TOTAL,99793,64668557.39,2022,4,uttarakhand,Q4 2022
2556,Peer-to-peer payments,TOTAL,313822,835983054.3,2019,1,puducherry,Q1 2019
2557,Recharge & bill payments,TOTAL,124092,32635247.52,2019,1,puducherry,Q1 2019
2558,Merchant payments,TOTAL,54518,33763704.68,2019,1,puducherry,Q1 2019
2559,Financial Services,TOTAL,3165,337570.3228,2019,1,puducherry,Q1 2019
2560,Others,TOTAL,5495,3753447.525,2019,1,puducherry,Q1 2019
2561,Peer-to-peer payments,TOTAL,331248,1109343372,2019,2,puducherry,Q2 2019
2562,Recharge & bill payments,TOTAL,147585,46876569.36,2019,2,puducherry,Q2 2019
2563,Merchant payments,TOTAL,92941,49963601.62,2019,2,puducherry,Q2 2019
2564,Financial Services,TOTAL,1524,469351.5482,2019,2,puducherry,Q2 2019
2565,Others,TOTAL,6779,4794015.854,2019,2,puducherry,Q2 2019
2566,Peer-to-peer payments,TOTAL,394866,1316118200,2019,3,puducherry,Q3 2019
2567,Recharge & bill payments,TOTAL,158483,57003044.3,2019,3,puducherry,Q3 2019
2568,Merchant payments,TOTAL,156137,82601335.48,2019,3,puducherry,Q3 2019
2569,Financial Services,TOTAL,1090,528680.8976,2019,3,puducherry,Q3 2019
2570,Others,TOTAL,6250,4457097.112,2019,3,puducherry,Q3 2019
2571,Peer-to-peer payments,TOTAL,559670,1725523873,2019,4,puducherry,Q4 2019
2572,Merchant payments,TOTAL,249621,128039884.4,2019,4,puducherry,Q4 2019
2573,Recharge & bill payments,TOTAL,195707,74383571.68,2019,4,puducherry,Q4 2019
2574,Financial Services,TOTAL,1481,391196.1284,2019,4,puducherry,Q4 2019
2575,Others,TOTAL,6176,3689792.246,2019,4,puducherry,Q4 2019
2576,Peer-to-peer payments,TOTAL,600290,1919499666,2020,1,puducherry,Q1 2020
2577,Merchant payments,TOTAL,349788,184925417.7,2020,1,puducherry,Q1 2020
2578,Recharge & bill payments,TOTAL,251115,96515615.44,2020,1,puducherry,Q1 2020
2579,Financial Services,TOTAL,1527,858236.5498,2020,1,puducherry,Q1 2020
2580,Others,TOTAL,5201,3478541.525,2020,1,puducherry,Q1 2020
2581,Peer-to-peer payments,TOTAL,468789,1680190118,2020,2,puducherry,Q2 2020
2582,Recharge & bill payments,TOTAL,310746,115223074,2020,2,puducherry,Q2 2020
2583,Merchant payments,TOTAL,249951,160931601.3,2020,2,puducherry,Q2 2020
2584,Financial Services,TOTAL,1555,2339469.004,2020,2,puducherry,Q2 2020
2585,Others,TOTAL,2342,1346718.588,2020,2,puducherry,Q2 2020
2586,Peer-to-peer payments,TOTAL,855511,3116583525,2020,3,puducherry,Q3 2020
2587,Merchant payments,TOTAL,560420,335583369.7,2020,3,puducherry,Q3 2020
2588,Recharge & bill payments,TOTAL,306852,138925436.5,2020,3,puducherry,Q3 2020
2589,Financial Services,TOTAL,3039,4788490.363,2020,3,puducherry,Q3 2020
2590,Others,TOTAL,5080,2199408.228,2020,3,puducherry,Q3 2020
2591,Peer-to-peer payments,TOTAL,1211359,4090057483,2020,4,puducherry,Q4 2020
2592,Merchant payments,TOTAL,1108292,647985607.6,2020,4,puducherry,Q4 2020
2593,Recharge & bill payments,TOTAL,383707,184037245.7,2020,4,puducherry,Q4 2020
2594,Financial Services,TOTAL,3783,3888988.237,2020,4,puducherry,Q4 2020
2595,Others,TOTAL,8862,4556893.133,2020,4,puducherry,Q4 2020
2596,Peer-to-peer payments,TOTAL,1406958,4798646713,2021,1,puducherry,Q1 2021
2597,Merchant payments,TOTAL,1385444,857787315.6,2021,1,puducherry,Q1 2021
2598,Recharge & bill payments,TOTAL,504499,231829246.9,2021,1,puducherry,Q1 2021
2599,Financial Services,TOTAL,5073,5953397.435,2021,1,puducherry,Q1 2021
2600,Others,TOTAL,7458,5092899.254,2021,1,puducherry,Q1 2021
2601,Peer-to-peer payments,TOTAL,1581221,5266478797,2021,2,puducherry,Q2 2021
2602,Merchant payments,TOTAL,1437110,932602617.3,2021,2,puducherry,Q2 2021
2603,Recharge & bill payments,TOTAL,719252,289799593.2,2021,2,puducherry,Q2 2021
2604,Financial Services,TOTAL,4851,4980243.908,2021,2,puducherry,Q2 2021
2605,Others,TOTAL,8953,4973445.02,2021,2,puducherry,Q2 2021
2606,Merchant payments,TOTAL,2273996,1443176801,2021,3,puducherry,Q3 2021
2607,Peer-to-peer payments,TOTAL,2089199,6918396494,2021,3,puducherry,Q3 2021
2608,Recharge & bill payments,TOTAL,741388,356068931.7,2021,3,puducherry,Q3 2021
2609,Financial Services,TOTAL,4733,5523949.081,2021,3,puducherry,Q3 2021
2610,Others,TOTAL,12410,6808255.35,2021,3,puducherry,Q3 2021
2611,Merchant payments,TOTAL,3052713,1864951566,2021,4,puducherry,Q4 2021
2612,Peer-to-peer payments,TOTAL,2530821,8113722339,2021,4,puducherry,Q4 2021
2613,Recharge & bill payments,TOTAL,762641,428453211.3,2021,4,puducherry,Q4 2021
2614,Financial Services,TOTAL,5995,7655925.109,2021,4,puducherry,Q4 2021
2615,Others,TOTAL,16640,8868759.435,2021,4,puducherry,Q4 2021
2616,Merchant payments,TOTAL,3723135,2199614586,2022,1,puducherry,Q1 2022
2617,Peer-to-peer payments,TOTAL,2901199,9407577502,2022,1,puducherry,Q1 2022
2618,Recharge & bill payments,TOTAL,715338,460522863.8,2022,1,puducherry,Q1 2022
2619,Financial Services,TOTAL,6203,8184455.912,2022,1,puducherry,Q1 2022
2620,Others,TOTAL,13301,7575497.515,2022,1,puducherry,Q1 2022
2621,Merchant payments,TOTAL,4613049,2693234775,2022,2,puducherry,Q2 2022
2622,Peer-to-peer payments,TOTAL,3242208,10537267922,2022,2,puducherry,Q2 2022
2623,Recharge & bill payments,TOTAL,773154,535604974.6,2022,2,puducherry,Q2 2022
2624,Financial Services,TOTAL,4914,6556452.522,2022,2,puducherry,Q2 2022
2625,Others,TOTAL,10362,6081132.497,2022,2,puducherry,Q2 2022
2626,Merchant payments,TOTAL,3992974,2322908509,2022,3,puducherry,Q3 2022
2627,Peer-to-peer payments,TOTAL,2474932,8058325856,2022,3,puducherry,Q3 2022
2628,Recharge & bill payments,TOTAL,564285,463054690.6,2022,3,puducherry,Q3 2022
2629,Financial Services,TOTAL,4621,5514275.579,2022,3,puducherry,Q3 2022
2630,Others,TOTAL,5915,4514380.573,2022,3,puducherry,Q3 2022
2631,Merchant payments,TOTAL,4464977,2534351531,2022,4,puducherry,Q4 2022
2632,Peer-to-peer payments,TOTAL,2547018,8141612224,2022,4,puducherry,Q4 2022
2633,Recharge & bill payments,TOTAL,531963,453692483.8,2022,4,puducherry,Q4 2022
2634,Financial Services,TOTAL,6073,7875178.045,2022,4,puducherry,Q4 2022
2635,Others,TOTAL,6096,4673460.483,2022,4,puducherry,Q4 2022
2636,Peer-to-peer payments,TOTAL,16807040,38824078062,2019,1,bihar,Q1 2019
2637,Recharge & bill payments,TOTAL,7036367,1333688183,2019,1,bihar,Q1 2019
2638,Merchant payments,TOTAL,2055267,1024997000,2019,1,bihar,Q1 2019
2639,Financial Services,TOTAL,204689,28599535.73,2019,1,bihar,Q1 2019
2640,Others,TOTAL,252871,291464734.4,2019,1,bihar,Q1 2019
2641,Peer-to-peer payments,TOTAL,15837449,58381285241,2019,2,bihar,Q2 2019
2642,Recharge & bill payments,TOTAL,9279442,1996804238,2019,2,bihar,Q2 2019
2643,Merchant payments,TOTAL,4365465,2308145850,2019,2,bihar,Q2 2019
2644,Financial Services,TOTAL,129603,63338108.54,2019,2,bihar,Q2 2019
2645,Others,TOTAL,348520,382864846.1,2019,2,bihar,Q2 2019
2646,Peer-to-peer payments,TOTAL,15446119,61831776093,2019,3,bihar,Q3 2019
2647,Recharge & bill payments,TOTAL,9115040,2140566975,2019,3,bihar,Q3 2019
2648,Merchant payments,TOTAL,7206001,3413490288,2019,3,bihar,Q3 2019
2649,Financial Services,TOTAL,89997,20145460.43,2019,3,bihar,Q3 2019
2650,Others,TOTAL,282743,286804437.7,2019,3,bihar,Q3 2019
2651,Peer-to-peer payments,TOTAL,26337842,86340631422,2019,4,bihar,Q4 2019
2652,Recharge & bill payments,TOTAL,11358597,2649616530,2019,4,bihar,Q4 2019
2653,Merchant payments,TOTAL,5519582,4177574379,2019,4,bihar,Q4 2019
2654,Financial Services,TOTAL,100192,18815964.76,2019,4,bihar,Q4 2019
2655,Others,TOTAL,214101,126788281.9,2019,4,bihar,Q4 2019
2656,Peer-to-peer payments,TOTAL,23163922,99873688133,2020,1,bihar,Q1 2020
2657,Recharge & bill payments,TOTAL,13837430,3680590625,2020,1,bihar,Q1 2020
2658,Merchant payments,TOTAL,7822567,5562692117,2020,1,bihar,Q1 2020
2659,Financial Services,TOTAL,57233,23954789.41,2020,1,bihar,Q1 2020
2660,Others,TOTAL,200663,115927863.5,2020,1,bihar,Q1 2020
2661,Peer-to-peer payments,TOTAL,26572651,1.16E+11,2020,2,bihar,Q2 2020
2662,Recharge & bill payments,TOTAL,19522564,5642294772,2020,2,bihar,Q2 2020
2663,Merchant payments,TOTAL,7011681,6760404422,2020,2,bihar,Q2 2020
2664,Financial Services,TOTAL,73119,54077813.26,2020,2,bihar,Q2 2020
2665,Others,TOTAL,206727,105377680.2,2020,2,bihar,Q2 2020
2666,Peer-to-peer payments,TOTAL,37294332,1.54E+11,2020,3,bihar,Q3 2020
2667,Recharge & bill payments,TOTAL,19027978,6313780617,2020,3,bihar,Q3 2020
2668,Merchant payments,TOTAL,14777337,13111735855,2020,3,bihar,Q3 2020
2669,Financial Services,TOTAL,104135,81355476.16,2020,3,bihar,Q3 2020
2670,Others,TOTAL,299966,157309412.5,2020,3,bihar,Q3 2020
2671,Peer-to-peer payments,TOTAL,49432098,2.08E+11,2020,4,bihar,Q4 2020
2672,Merchant payments,TOTAL,26750991,23185594534,2020,4,bihar,Q4 2020
2673,Recharge & bill payments,TOTAL,19908687,6926960997,2020,4,bihar,Q4 2020
2674,Financial Services,TOTAL,119416,100785736,2020,4,bihar,Q4 2020
2675,Others,TOTAL,380481,207713978,2020,4,bihar,Q4 2020
2676,Peer-to-peer payments,TOTAL,58566582,2.42E+11,2021,1,bihar,Q1 2021
2677,Merchant payments,TOTAL,33959313,30171144593,2021,1,bihar,Q1 2021
2678,Recharge & bill payments,TOTAL,21974086,8505455545,2021,1,bihar,Q1 2021
2679,Financial Services,TOTAL,124277,112949858.3,2021,1,bihar,Q1 2021
2680,Others,TOTAL,308219,170787342.8,2021,1,bihar,Q1 2021
2681,Peer-to-peer payments,TOTAL,78694099,3.20E+11,2021,2,bihar,Q2 2021
2682,Merchant payments,TOTAL,44686786,43458914640,2021,2,bihar,Q2 2021
2683,Recharge & bill payments,TOTAL,31646149,11030849714,2021,2,bihar,Q2 2021
2684,Financial Services,TOTAL,149791,116086345.9,2021,2,bihar,Q2 2021
2685,Others,TOTAL,426797,215721223.2,2021,2,bihar,Q2 2021
2686,Peer-to-peer payments,TOTAL,92785704,3.32E+11,2021,3,bihar,Q3 2021
2687,Merchant payments,TOTAL,64094961,53849745605,2021,3,bihar,Q3 2021
2688,Recharge & bill payments,TOTAL,30081746,11327303470,2021,3,bihar,Q3 2021
2689,Financial Services,TOTAL,135748,130349071.6,2021,3,bihar,Q3 2021
2690,Others,TOTAL,572954,241260025.5,2021,3,bihar,Q3 2021
2691,Peer-to-peer payments,TOTAL,117340712,4.24E+11,2021,4,bihar,Q4 2021
2692,Merchant payments,TOTAL,95992559,81729122296,2021,4,bihar,Q4 2021
2693,Recharge & bill payments,TOTAL,30824177,13438634948,2021,4,bihar,Q4 2021
2694,Financial Services,TOTAL,186298,173358268.8,2021,4,bihar,Q4 2021
2695,Others,TOTAL,783199,365400541.9,2021,4,bihar,Q4 2021
2696,Peer-to-peer payments,TOTAL,138085265,5.00E+11,2022,1,bihar,Q1 2022
2697,Merchant payments,TOTAL,114892163,95507710276,2022,1,bihar,Q1 2022
2698,Recharge & bill payments,TOTAL,30545266,15431605247,2022,1,bihar,Q1 2022
2699,Financial Services,TOTAL,169722,148088975.2,2022,1,bihar,Q1 2022
2700,Others,TOTAL,698018,299484690.3,2022,1,bihar,Q1 2022
2701,Peer-to-peer payments,TOTAL,164119431,6.10E+11,2022,2,bihar,Q2 2022
2702,Merchant payments,TOTAL,158289353,1.26E+11,2022,2,bihar,Q2 2022
2703,Recharge & bill payments,TOTAL,36950622,17225668602,2022,2,bihar,Q2 2022
2704,Financial Services,TOTAL,124199,116203820.9,2022,2,bihar,Q2 2022
2705,Others,TOTAL,661424,247541289.1,2022,2,bihar,Q2 2022
2706,Merchant payments,TOTAL,198273336,1.38E+11,2022,3,bihar,Q3 2022
2707,Peer-to-peer payments,TOTAL,192304951,6.33E+11,2022,3,bihar,Q3 2022
2708,Recharge & bill payments,TOTAL,46044353,20417791249,2022,3,bihar,Q3 2022
2709,Financial Services,TOTAL,179533,161987346.2,2022,3,bihar,Q3 2022
2710,Others,TOTAL,565212,245905365.8,2022,3,bihar,Q3 2022
2711,Merchant payments,TOTAL,243777692,1.73E+11,2022,4,bihar,Q4 2022
2712,Peer-to-peer payments,TOTAL,225487662,7.40E+11,2022,4,bihar,Q4 2022
2713,Recharge & bill payments,TOTAL,47054083,22729599211,2022,4,bihar,Q4 2022
2714,Financial Services,TOTAL,205989,199208429.5,2022,4,bihar,Q4 2022
2715,Others,TOTAL,559223,288999714.4,2022,4,bihar,Q4 2022
2716,Peer-to-peer payments,TOTAL,5952105,12664709652,2019,1,jharkhand,Q1 2019
2717,Recharge & bill payments,TOTAL,2347079,440323945.1,2019,1,jharkhand,Q1 2019
2718,Merchant payments,TOTAL,892826,391616776.1,2019,1,jharkhand,Q1 2019
2719,Financial Services,TOTAL,105558,47227410.81,2019,1,jharkhand,Q1 2019
2720,Others,TOTAL,90140,83358664.95,2019,1,jharkhand,Q1 2019
2721,Peer-to-peer payments,TOTAL,5155937,17044444614,2019,2,jharkhand,Q2 2019
2722,Recharge & bill payments,TOTAL,2734377,562210324.8,2019,2,jharkhand,Q2 2019
2723,Merchant payments,TOTAL,2049311,862186711.5,2019,2,jharkhand,Q2 2019
2724,Financial Services,TOTAL,67479,51588987.16,2019,2,jharkhand,Q2 2019
2725,Others,TOTAL,121107,102270668.2,2019,2,jharkhand,Q2 2019
2726,Peer-to-peer payments,TOTAL,5708187,19050145624,2019,3,jharkhand,Q3 2019
2727,Merchant payments,TOTAL,4766457,1494546031,2019,3,jharkhand,Q3 2019
2728,Recharge & bill payments,TOTAL,3527625,754845093.6,2019,3,jharkhand,Q3 2019
2729,Financial Services,TOTAL,103620,80276391.65,2019,3,jharkhand,Q3 2019
2730,Others,TOTAL,114758,86160853.19,2019,3,jharkhand,Q3 2019
2731,Peer-to-peer payments,TOTAL,10301226,25360155657,2019,4,jharkhand,Q4 2019
2732,Recharge & bill payments,TOTAL,4390094,966539484.6,2019,4,jharkhand,Q4 2019
2733,Merchant payments,TOTAL,3359590,1725990596,2019,4,jharkhand,Q4 2019
2734,Financial Services,TOTAL,104630,45850806.13,2019,4,jharkhand,Q4 2019
2735,Others,TOTAL,93078,49211833.16,2019,4,jharkhand,Q4 2019
2736,Peer-to-peer payments,TOTAL,8196850,29875044416,2020,1,jharkhand,Q1 2020
2737,Recharge & bill payments,TOTAL,5454093,1358517297,2020,1,jharkhand,Q1 2020
2738,Merchant payments,TOTAL,4499942,2298726415,2020,1,jharkhand,Q1 2020
2739,Financial Services,TOTAL,46483,31523887.51,2020,1,jharkhand,Q1 2020
2740,Others,TOTAL,85345,47420137.75,2020,1,jharkhand,Q1 2020
2741,Peer-to-peer payments,TOTAL,8724053,32662370317,2020,2,jharkhand,Q2 2020
2742,Recharge & bill payments,TOTAL,7538593,1987320467,2020,2,jharkhand,Q2 2020
2743,Merchant payments,TOTAL,3753633,2662438204,2020,2,jharkhand,Q2 2020
2744,Financial Services,TOTAL,56553,130249402,2020,2,jharkhand,Q2 2020
2745,Others,TOTAL,68679,43823586.28,2020,2,jharkhand,Q2 2020
2746,Peer-to-peer payments,TOTAL,11984094,43128110246,2020,3,jharkhand,Q3 2020
2747,Merchant payments,TOTAL,7728846,5163578368,2020,3,jharkhand,Q3 2020
2748,Recharge & bill payments,TOTAL,7211293,2217657035,2020,3,jharkhand,Q3 2020
2749,Financial Services,TOTAL,56918,63233533.19,2020,3,jharkhand,Q3 2020
2750,Others,TOTAL,87322,50036637.65,2020,3,jharkhand,Q3 2020
2751,Peer-to-peer payments,TOTAL,17120664,60733288288,2020,4,jharkhand,Q4 2020
2752,Merchant payments,TOTAL,14168381,9347677564,2020,4,jharkhand,Q4 2020
2753,Recharge & bill payments,TOTAL,7945996,2582828439,2020,4,jharkhand,Q4 2020
2754,Financial Services,TOTAL,60989,63947540,2020,4,jharkhand,Q4 2020
2755,Others,TOTAL,135603,77432999.36,2020,4,jharkhand,Q4 2020
2756,Peer-to-peer payments,TOTAL,19151083,69198235577,2021,1,jharkhand,Q1 2021
2757,Merchant payments,TOTAL,17489113,11545580927,2021,1,jharkhand,Q1 2021
2758,Recharge & bill payments,TOTAL,7826608,2888409672,2021,1,jharkhand,Q1 2021
2759,Financial Services,TOTAL,50526,54836609.33,2021,1,jharkhand,Q1 2021
2760,Others,TOTAL,104333,62290337.7,2021,1,jharkhand,Q1 2021
2761,Peer-to-peer payments,TOTAL,24184568,86037113965,2021,2,jharkhand,Q2 2021
2762,Merchant payments,TOTAL,19041292,14731458451,2021,2,jharkhand,Q2 2021
2763,Recharge & bill payments,TOTAL,10583445,3531023352,2021,2,jharkhand,Q2 2021
2764,Financial Services,TOTAL,54379,57959229.95,2021,2,jharkhand,Q2 2021
2765,Others,TOTAL,138461,75088312.27,2021,2,jharkhand,Q2 2021
2766,Peer-to-peer payments,TOTAL,30113326,97742557032,2021,3,jharkhand,Q3 2021
2767,Merchant payments,TOTAL,29687162,19954619973,2021,3,jharkhand,Q3 2021
2768,Recharge & bill payments,TOTAL,10742405,4029136912,2021,3,jharkhand,Q3 2021
2769,Financial Services,TOTAL,51289,65035270.31,2021,3,jharkhand,Q3 2021
2770,Others,TOTAL,201520,99665931.84,2021,3,jharkhand,Q3 2021
2771,Merchant payments,TOTAL,45007900,30397134744,2021,4,jharkhand,Q4 2021
2772,Peer-to-peer payments,TOTAL,39476282,1.30E+11,2021,4,jharkhand,Q4 2021
2773,Recharge & bill payments,TOTAL,11173974,4920513758,2021,4,jharkhand,Q4 2021
2774,Financial Services,TOTAL,72802,82938673.41,2021,4,jharkhand,Q4 2021
2775,Others,TOTAL,278084,154856720.6,2021,4,jharkhand,Q4 2021
2776,Merchant payments,TOTAL,53218047,35404682303,2022,1,jharkhand,Q1 2022
2777,Peer-to-peer payments,TOTAL,45881799,1.53E+11,2022,1,jharkhand,Q1 2022
2778,Recharge & bill payments,TOTAL,11502811,5765898872,2022,1,jharkhand,Q1 2022
2779,Financial Services,TOTAL,67502,72095750.38,2022,1,jharkhand,Q1 2022
2780,Others,TOTAL,241051,130193505.4,2022,1,jharkhand,Q1 2022
2781,Merchant payments,TOTAL,67435024,44149892984,2022,2,jharkhand,Q2 2022
2782,Peer-to-peer payments,TOTAL,52086790,1.75E+11,2022,2,jharkhand,Q2 2022
2783,Recharge & bill payments,TOTAL,13145888,6119623547,2022,2,jharkhand,Q2 2022
2784,Financial Services,TOTAL,50361,53281830.62,2022,2,jharkhand,Q2 2022
2785,Others,TOTAL,207212,104530269,2022,2,jharkhand,Q2 2022
2786,Merchant payments,TOTAL,74816586,45850919744,2022,3,jharkhand,Q3 2022
2787,Peer-to-peer payments,TOTAL,57285937,1.77E+11,2022,3,jharkhand,Q3 2022
2788,Recharge & bill payments,TOTAL,14462031,6838978157,2022,3,jharkhand,Q3 2022
2789,Financial Services,TOTAL,68467,69016067.83,2022,3,jharkhand,Q3 2022
2790,Others,TOTAL,182311,104503812.7,2022,3,jharkhand,Q3 2022
2791,Merchant payments,TOTAL,91863987,57173653532,2022,4,jharkhand,Q4 2022
2792,Peer-to-peer payments,TOTAL,68045210,2.13E+11,2022,4,jharkhand,Q4 2022
2793,Recharge & bill payments,TOTAL,15110623,7625380765,2022,4,jharkhand,Q4 2022
2794,Financial Services,TOTAL,81074,89276259.67,2022,4,jharkhand,Q4 2022
2795,Others,TOTAL,199198,129776494.9,2022,4,jharkhand,Q4 2022
2796,Recharge & bill payments,TOTAL,87596,20020458.08,2019,1,nagaland,Q1 2019
2797,Peer-to-peer payments,TOTAL,71642,411855878.2,2019,1,nagaland,Q1 2019
2798,Merchant payments,TOTAL,7306,8187940.322,2019,1,nagaland,Q1 2019
2799,Financial Services,TOTAL,430,101072.8977,2019,1,nagaland,Q1 2019
2800,Others,TOTAL,1605,1776362.866,2019,1,nagaland,Q1 2019
2801,Recharge & bill payments,TOTAL,92492,21350211.08,2019,2,nagaland,Q2 2019
2802,Peer-to-peer payments,TOTAL,81065,487705354.5,2019,2,nagaland,Q2 2019
2803,Merchant payments,TOTAL,12949,8990954.08,2019,2,nagaland,Q2 2019
2804,Financial Services,TOTAL,286,129758.0026,2019,2,nagaland,Q2 2019
2805,Others,TOTAL,1961,1890404.533,2019,2,nagaland,Q2 2019
2806,Recharge & bill payments,TOTAL,145812,33293527.93,2019,3,nagaland,Q3 2019
2807,Peer-to-peer payments,TOTAL,100736,601803135.5,2019,3,nagaland,Q3 2019
2808,Merchant payments,TOTAL,13031,13381591.2,2019,3,nagaland,Q3 2019
2809,Financial Services,TOTAL,210,229319.8492,2019,3,nagaland,Q3 2019
2810,Others,TOTAL,2089,2248897.262,2019,3,nagaland,Q3 2019
2811,Recharge & bill payments,TOTAL,172761,39720745.6,2019,4,nagaland,Q4 2019
2812,Peer-to-peer payments,TOTAL,128674,777298578.6,2019,4,nagaland,Q4 2019
2813,Merchant payments,TOTAL,13578,15460907.23,2019,4,nagaland,Q4 2019
2814,Financial Services,TOTAL,499,283291.7741,2019,4,nagaland,Q4 2019
2815,Others,TOTAL,1658,1773615.135,2019,4,nagaland,Q4 2019
2816,Recharge & bill payments,TOTAL,221741,53662023.32,2020,1,nagaland,Q1 2020
2817,Peer-to-peer payments,TOTAL,135966,821508819.6,2020,1,nagaland,Q1 2020
2818,Merchant payments,TOTAL,18249,17663339.37,2020,1,nagaland,Q1 2020
2819,Financial Services,TOTAL,528,215066.7835,2020,1,nagaland,Q1 2020
2820,Others,TOTAL,1567,1730779.671,2020,1,nagaland,Q1 2020
2821,Recharge & bill payments,TOTAL,328269,85264116.12,2020,2,nagaland,Q2 2020
2822,Peer-to-peer payments,TOTAL,166866,1025000210,2020,2,nagaland,Q2 2020
2823,Merchant payments,TOTAL,20004,25214703.91,2020,2,nagaland,Q2 2020
2824,Financial Services,TOTAL,860,989239.9672,2020,2,nagaland,Q2 2020
2825,Others,TOTAL,1567,1206234.395,2020,2,nagaland,Q2 2020
2826,Recharge & bill payments,TOTAL,347494,91214897.19,2020,3,nagaland,Q3 2020
2827,Peer-to-peer payments,TOTAL,330638,1851638120,2020,3,nagaland,Q3 2020
2828,Merchant payments,TOTAL,51912,62568884.13,2020,3,nagaland,Q3 2020
2829,Financial Services,TOTAL,2544,2136903.024,2020,3,nagaland,Q3 2020
2830,Others,TOTAL,3731,2090339.271,2020,3,nagaland,Q3 2020
2831,Peer-to-peer payments,TOTAL,417393,2563827858,2020,4,nagaland,Q4 2020
2832,Recharge & bill payments,TOTAL,335297,91929581.88,2020,4,nagaland,Q4 2020
2833,Merchant payments,TOTAL,90496,113115660.2,2020,4,nagaland,Q4 2020
2834,Financial Services,TOTAL,1068,1017278.31,2020,4,nagaland,Q4 2020
2835,Others,TOTAL,3571,3194492.153,2020,4,nagaland,Q4 2020
2836,Peer-to-peer payments,TOTAL,477346,2841021698,2021,1,nagaland,Q1 2021
2837,Recharge & bill payments,TOTAL,376473,110095189.6,2021,1,nagaland,Q1 2021
2838,Merchant payments,TOTAL,116846,151202427.1,2021,1,nagaland,Q1 2021
2839,Financial Services,TOTAL,1511,1929643.694,2021,1,nagaland,Q1 2021
2840,Others,TOTAL,3721,3201525.695,2021,1,nagaland,Q1 2021
2841,Peer-to-peer payments,TOTAL,526966,2847731458,2021,2,nagaland,Q2 2021
2842,Recharge & bill payments,TOTAL,453979,126962524.7,2021,2,nagaland,Q2 2021
2843,Merchant payments,TOTAL,144413,176831583.1,2021,2,nagaland,Q2 2021
2844,Financial Services,TOTAL,1624,1785915.637,2021,2,nagaland,Q2 2021
2845,Others,TOTAL,3809,2982482.691,2021,2,nagaland,Q2 2021
